Identifiant_Accident,Vitesse_Maximale_Autorisee,jour,mois,Annee,Luminosite,Departement,Commune,Agglomeration,Connition_Atmospheriques,adresse,Latitude,Longitude
202000014180,50,23,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12665,16113,En aglomeration,Normale,143 route de Bordeaux,45.60697,0.086923
202000014211,50,23,https://www.wikidata.org/wiki/Q119,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12744,92024,En aglomeration,Pluie forte, ERIC TABARLY (QUAI),48.9121493,2.310757
202000014217,80,25,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12666,17193,Hors aglomeration,Normale,intersection D203  et   RD 939,46.123508,-1.046968
202000014219,130,24,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12652,08402,Hors aglomeration,Normale,A34,49.584476,4.488438
202000014221,80,25,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12728,76187,Hors aglomeration,Pluie legere,CD 926,49.727406,0.4372
202000014225,80,25,https://www.wikidata.org/wiki/Q119,2020,Plein jour,https://www.wikidata.org/wiki/Q12629,01452,Hors aglomeration,Temps couvert,D 904,45.842493,5.65327
202000014226,80,24,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12710,58258,Hors aglomeration,Pluie legere,RD 981 PR 18+423,46.8791,3.304632
202000014235,70,24,https://www.wikidata.org/wiki/Q119,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17060,97224,Hors aglomeration,Normale,53 Chemin Salubre,14.665777,-61.034358
202000014240,80,24,https://www.wikidata.org/wiki/Q119,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12747,95211,Hors aglomeration,Pluie legere,D27,49.085939,2.107272
202000014306,50,19,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q17070,97422,En aglomeration,Normale,Rue Jules Bertaut,-21.28053,55.516895
202000014331,130,19,https://www.wikidata.org/wiki/Q118,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12699,47046,Hors aglomeration,Normale,A62,44.3665904,0.2425077
202000014335,50,20,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12644,04197,En aglomeration,Normale,RD 4096,43.780537,5.767956
202000014356,70,11,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12719,67482,Hors aglomeration,Normale,N.4 Contournement Sud,48.571187,7.729134
202000014396,50,18,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12678,26198,En aglomeration,Temps eblouissant,7 Rue Paul Loubet,44.562976,4.747381
202000014397,50,18,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12675,24037,En aglomeration,Normale,DE GAULLE (AVENUE DU GENERAL),44.8355,0.4512
202000014422,50,3,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12745,93066,En aglomeration,Normale,R AMBROISE CROISAT,48.9356831,2.3463068
202000014430,50,17,https://www.wikidata.org/wiki/Q118,2020,Plein jour,https://www.wikidata.org/wiki/Q12744,92025,En aglomeration,Normale,KLEBER (AV),48.9356402,2.260901
202000014441,90,18,https://www.wikidata.org/wiki/Q118,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12694,42128,Hors aglomeration,Normale,Chemin de la Fontaniere,45.9339752,4.3017017
202000014455,80,11,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12722,70310,Hors aglomeration,Pluie legere,Route dÃ©partementale 18 La Saline,47.659578,6.50043
202000014455,80,11,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12722,70310,Hors aglomeration,Pluie legere,Route dÃ©partementale 18 La Saline,47.659578,6.50043
202000014486,80,9,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12703,51113,Hors aglomeration,Normale,D933,48.8793502,3.789402
202000014491,80,10,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12677,25493,Hors aglomeration,Pluie legere,D47,46.868832,6.245824
202000014497,50,14,https://www.wikidata.org/wiki/Q110,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98832,En aglomeration,Pluie legere,TRIBU D'UNIA/YATE,-22.058119,166.896873
202000014542,80,8,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12689,37055,Hors aglomeration,Normale,Rue de Rille,47.4558981,0.2491166
202000014546,50,9,https://www.wikidata.org/wiki/Q112,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q33785,98817,En aglomeration,Normale,RP1/RUE DE LA THI,-22.230643,166.549612
202000014546,50,9,https://www.wikidata.org/wiki/Q112,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q33785,98817,En aglomeration,Normale,RP1/RUE DE LA THI,-22.230643,166.549612
202000014546,50,9,https://www.wikidata.org/wiki/Q112,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q33785,98817,En aglomeration,Normale,RP1/RUE DE LA THI,-22.230643,166.549612
202000014548,90,9,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12741,89206,Hors aglomeration,Normale,RD606,47.968836,3.400183
202000014554,90,5,https://www.wikidata.org/wiki/Q112,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12746,94021,Hors aglomeration,Normale,AUTOROUTE A6B,48.76295,2.34103
202000014579,50,7,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12672,21231,En aglomeration,Normale,CHAMPOLLION (AVENUE),47.335959,5.062627
202000014585,50,6,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q12727,75114,En aglomeration,Normale,BOULEVARD ADOLPHE PINARD,48.822824,2.312029
202000014603,90,7,https://www.wikidata.org/wiki/Q112,2020,Plein jour,https://www.wikidata.org/wiki/Q17060,97222,Hors aglomeration,Normale,N1 l'estrade,14.690213,-60.940132
202000014678,80,26,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12743,91511,Hors aglomeration,Normale,CD 838,48.3242,1.994469
202000014681,80,26,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q12733,81133,Hors aglomeration,Temps couvert,D71,43.870782,2.155294
202000014683,80,25,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12659,11369,Hors aglomeration,Normale,Chemin de Cuxac,43.254686,2.953182
202000014701,50,25,https://www.wikidata.org/wiki/Q108,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12629,01262,En aglomeration,Normale,Faubourg de Lyon,45.849369,5.051195
202000014707,70,26,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q12711,59614,Hors aglomeration,Normale,RD 16,50.1517094,3.460338
202000014707,70,26,https://www.wikidata.org/wiki/Q108,2020,Plein jour,https://www.wikidata.org/wiki/Q12711,59614,Hors aglomeration,Normale,RD 16,50.1517094,3.460338
202000014728,80,21,https://www.wikidata.org/wiki/Q108,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12747,95680,Hors aglomeration,Autre,BOUQUEVAL (ROUTE DE ),49.0173,2.41141
202000014831,70,27,https://www.wikidata.org/wiki/Q109,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83107,Hors aglomeration,Normale,DN7,43.461657,6.654067
202000014831,70,27,https://www.wikidata.org/wiki/Q109,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83107,Hors aglomeration,Normale,DN7,43.461657,6.654067
202000014836,80,1,https://www.wikidata.org/wiki/Q110,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12661,13085,Hors aglomeration,Pluie legere,D3,43.2409395,5.6935452
202000014836,80,1,https://www.wikidata.org/wiki/Q110,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12661,13085,Hors aglomeration,Pluie legere,D3,43.2409395,5.6935452
202000014853,80,4,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q12643,03187,Hors aglomeration,Normale,,46.349593,3.4535775
202000014858,50,2,https://www.wikidata.org/wiki/Q110,2020,Plein jour,https://www.wikidata.org/wiki/Q12726,74220,En aglomeration,Pluie legere,15 Route de Findrol,46.133906,6.299554
202000014885,50,14,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12648,06088,En aglomeration,Normale,ANGLAIS (DU NÂ° 114 AU NÂ° 263),43.6733,7.22637
202000014885,50,14,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12648,06088,En aglomeration,Normale,ANGLAIS (DU NÂ° 114 AU NÂ° 263),43.6733,7.22637
202000014886,80,29,https://www.wikidata.org/wiki/Q109,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12738,86008,Hors aglomeration,Pluie legere,Route d'ArÃ§ay,46.96419,0.011737
202000014910,50,15,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12727,75116,En aglomeration,Normale,RUE D AUTEUIL,48.848037,2.263108
202000014934,80,3,https://www.wikidata.org/wiki/Q110,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12711,59581,Hors aglomeration,Normale,rue de la mÃ©nÃ©gatte,50.697834,2.803144
202000014959,80,12,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12658,10066,Hors aglomeration,Normale,RD 660 PR 16+800,48.274753,3.841449
202000014962,80,16,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12735,83091,Hors aglomeration,Normale,Route de Puget-ville,43.263167,6.153379
202000014967,70,16,https://www.wikidata.org/wiki/Q114,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17070,97423,En aglomeration,Normale,Rue FranÃ§ois de Mahy,-21.1231158,55.2639449
202000014967,70,16,https://www.wikidata.org/wiki/Q114,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17070,97423,En aglomeration,Normale,Rue FranÃ§ois de Mahy,-21.1231158,55.2639449
202000014977,50,8,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12659,11170,En aglomeration,Normale,Avenue des Plages,43.115567,3.108218
202000015010,130,16,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12679,27091,Hors aglomeration,Normale,A13,49.363368,0.842645
202000015057,50,13,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12743,91421,En aglomeration,Normale,NATIONALE 6 (PARTIE FORET),48.689997,2.465972
202000015059,50,13,https://www.wikidata.org/wiki/Q114,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83069,Hors aglomeration,Normale,SAINT LAZARE ( CHEMIN ),43.11187,6.1789
202000015061,10,11,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12735,83118,En aglomeration,Normale,CORNICHE ROLAND GARROS,43.421744,6.767813
202000015067,80,14,https://www.wikidata.org/wiki/Q114,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12723,71540,Hors aglomeration,Normale,R.D 290,46.7624381,4.4743545
202000015081,50,13,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12702,50502,En aglomeration,Normale,HETRES,49.11129,-1.06419
202000015099,50,14,https://www.wikidata.org/wiki/Q114,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12661,13209,En aglomeration,Normale,RAYMOND TEISSERE (RUE),43.26987,5.40111
202000015147,50,15,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12706,54537,En aglomeration,Normale,11 Rue d'Ermigny,49.470867,5.695307
202000015153,90,5,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12668,19177,Hors aglomeration,Normale,D17,45.285184,1.293211
202000015154,80,15,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12731,79014,Hors aglomeration,Normale,,47.048765,-0.24614
202000015181,50,15,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12644,04136,En aglomeration,Normale,Chemin du moulin,43.977252,6.523561
202000015188,80,14,https://www.wikidata.org/wiki/Q114,2020,Plein jour,https://www.wikidata.org/wiki/Q12674,23112,Hors aglomeration,Normale,D6,46.396215,1.860573
202000015211,50,12,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12730,78486,En aglomeration,Normale,PERCHE AUX MARES (RUE DE LA),48.68989,1.8591
202000015213,50,12,https://www.wikidata.org/wiki/Q116,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12730,78624,En aglomeration,Normale,DOUMER RUE PAUL,48.99131,1.99042
202000015286,50,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12728,76677,En aglomeration,Normale,46 Route de Dieppe,49.838915,1.48266
202000015291,50,17,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12735,83085,En aglomeration,Normale,Route du Muy,43.488198,6.535621
202000015298,80,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12629,01357,Hors aglomeration,Normale,D1084,46.175537,5.73364
202000015299,80,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12672,21238,Hors aglomeration,Normale,D977bis,47.277824,4.668841
202000015311,80,13,https://www.wikidata.org/wiki/Q116,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12673,22183,Hors aglomeration,Normale,D792,48.205806,-2.57874
202000015318,30,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12736,84114,En aglomeration,Normale,152 Traverse du Luberon,43.87903,5.216178
202000015319,50,11,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12643,03214,En aglomeration,Normale,Champ de la Croix,46.4236424,3.0332613
202000015341,30,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12661,13104,En aglomeration,Normale,D9,43.330364,5.099292
202000015345,80,13,https://www.wikidata.org/wiki/Q116,2020,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12671,2B034,Hors aglomeration,Normale,D113,42.625473,9.000646
202000015362,50,13,https://www.wikidata.org/wiki/Q116,2020,Plein jour,https://www.wikidata.org/wiki/Q12679,27114,En aglomeration,Normale,Rue Alfred de Vigny,48.96223,1.427069
202000015407,50,8,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12735,83061,En aglomeration,Normale,AVENUE MARÃCHAL DE LATTRE DE TASSIGNY,43.43149,6.75265
202000015444,50,15,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12659,11012,En aglomeration,Normale,11 Route de Mirepeisset,43.302676,2.909612
202000015468,80,14,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12672,21377,Hors aglomeration,Normale,D119,47.337563,4.637266
202000015498,110,14,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12661,13005,Hors aglomeration,Normale,A52-Sens Toulon vers Pont de l'Etoile,43.2863635,5.5861721
202000015508,70,13,https://www.wikidata.org/wiki/Q113,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98818,En aglomeration,Normale,ROUTE EXPRESS DU MONT DORE,-22.22717,166.49075
202000015512,30,13,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q37633,97302,En aglomeration,Normale,DES IMMORTELLES (BLVD),4.9209053,-52.3019505
202000015565,80,14,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12659,11059,Hors aglomeration,Normale,44 Ã Las Crozes,43.163996,2.115211
202000015579,50,13,https://www.wikidata.org/wiki/Q113,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33266,En aglomeration,Normale,Lieu Dit Joyeux,45.061261,-0.334297
202000015584,80,14,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12699,47213,Hors aglomeration,Normale,D118,44.296279,0.523739
202000015588,80,14,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12683,31111,Hors aglomeration,Normale,D919,43.238997,1.370544
202000015593,80,13,https://www.wikidata.org/wiki/Q113,2020,Plein jour,https://www.wikidata.org/wiki/Q12666,17312,Hors aglomeration,Normale,D146,45.319753,-0.633593
202000015602,80,15,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12726,74239,Hors aglomeration,Normale,D12,45.931155,6.40504
202000015607,30,15,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12687,35031,En aglomeration,Normale,8 A Rue Jean Langlais,48.177047,-1.434896
202000015616,130,14,https://www.wikidata.org/wiki/Q115,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12730,78206,Hors aglomeration,Normale,A13,48.9461,1.94837
202000015648,80,12,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12714,62013,Hors aglomeration,Normale,RD 919,50.25566,2.77214
202000015675,50,12,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12727,75106,En aglomeration,Normale,BOULEVARD RASPAIL,48.842079,2.329544
202000015688,50,13,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12744,92022,En aglomeration,Normale,SALENGRO (AVENUE ROGER),48.81525,2.19351
202000015700,50,5,https://www.wikidata.org/wiki/Q115,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12711,59525,En aglomeration,Normale,Rue Sadi Carnot,50.080284,4.019119
202000015701,70,13,https://www.wikidata.org/wiki/Q115,2020,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12668,19274,Hors aglomeration,Pluie legere,76 Avenue du Riant Portail du Midi,45.1864867,1.5397913
202000015708,80,14,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12715,63040,Hors aglomeration,Normale,D212,45.723963,3.290663
202000015711,80,14,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12686,34175,Hors aglomeration,Normale,D908,43.606251,3.354006
202000015714,80,14,https://www.wikidata.org/wiki/Q115,2020,Plein jour,https://www.wikidata.org/wiki/Q12696,44083,Hors aglomeration,Normale,1 Les Brosses,46.996706,-1.663084
202000015727,80,13,https://www.wikidata.org/wiki/Q115,2020,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12662,14478,Hors aglomeration,Normale,D519,49.0131558,0.4084146
202000015738,90,14,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12659,11262,Hors aglomeration,Normale,A61,43.15138,2.98665
202000015740,80,14,https://www.wikidata.org/wiki/Q115,2020,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17070,97415,Hors aglomeration,Normale,N1a,-21.030819,55.225412
202000015770,70,11,https://www.wikidata.org/wiki/Q115,2020,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q17012,97113,Hors aglomeration,Normale,RN4 - SECTION RIVIERA,16.217621,-61.4956498
